LocusTag	GeneID	Symbol	Description
YKL059C	853806	MPE1	Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA, contains a putative RNA-binding zinc knuckle motif
YKL058W	853807	TOA2	TFIIA small subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to smallest subunit of human and Drosophila TFIIA
YKL057C	853808	NUP120	Nup120p
YKL056C	853809	TMA19	Protein that associates with ribosomes; homolog of translationally controlled tumor protein; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and relocates to the mitochondrial outer surface upon oxidative stress
YKL055C	853810	OAR1	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase, may comprise a type II mitochondrial fatty acid synthase along with Mct1p
YKL054C	853811	DEF1	Def1p
YKL053C-A	853812	MDM35	Mdm35p
YKL052C	853814	ASK1	Ask1p
YKL051W	853815	SFK1	Plasma membrane protein that may act together with or upstream of Stt4p to generate normal levels of the essential phospholipid PI4P, at least partially mediates proper localization of Stt4p to the plasma membrane
YKL050C	853816	YKL050C	Protein of unknown function; the YKL050W protein is a target of the SCFCdc4 ubiquitin ligase complex and YKL050W transcription is regulated by Azf1p
YKL049C	853817	CSE4	Centromere protein that resembles histones, required for proper kinetochore function; homolog of human CENP-A
YKL048C	853818	ELM1	Elm1p
YKL047W	853819	YKL047W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL046C	853820	DCW1	Dcw1p
YKL045W	853821	PRI2	Pri2p
YKL043W	853823	PHD1	Phd1p
YKL042W	853824	SPC42	Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane
YKL041W	853825	VPS24	One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); forms an ESCRT-III subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
YKL040C	853826	NFU1	Nfu1p
YKL039W	853827	PTM1	Protein of unknown function, copurifies with late Golgi vesicles containing the v-SNARE Tlg2p
YKL038W	853828	RGT1	Glucose-responsive transcription factor that regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor
YKL037W	853829	AIM26	Aim26p
YKL035W	853830	UGP1	UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p
YKL034W	853832	TUL1	Golgi-localized RING-finger ubiquitin ligase (E3), involved in ubiquitinating and sorting membrane proteins that contain polar transmembrane domains to multivesicular bodies for delivery to the vacuole for quality control purposes
YKL033W-A	853833	YKL033W-A	Putative protein of unknown function; similar to uncharacterized proteins from other fungi
YKL033W	853834	YKL033W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YKL033W is an essential gene
TV(AAC)K2	853835	TV(AAC)K2	tRNA
YKL032C	853836	IXR1	Ixr1p
YKL029C	853839	MAE1	Mae1p
YKL028W	853840	TFA1	TFIIE large subunit, involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening
YKL027W	853841	YKL027W	Protein of unknown function, localized to the mitochondrial outer membrane
YKL026C	853842	GPX1	Gpx1p
YKL025C	853843	PAN3	Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex, which acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes
YKL024C	853844	URA6	Ura6p
YKL023W	853845	YKL023W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL022C	853846	CDC16	Cdc16p
YKL021C	853847	MAK11	Mak11p
YKL020C	853848	SPT23	ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Mga2p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting
YKL019W	853849	RAM2	Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; essential protein required for membrane localization of Ras proteins and a-factor
YKL018C-A	853850	YKL018C-A	Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL018W	853851	SWD2	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor), a complex involved in RNAP II transcription termination
YKL017C	853852	HCS1	Hcs1p
YKL016C	853853	ATP7	Atp7p
YKL015W	853854	PUT3	Put3p
YKL014C	853855	URB1	Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit
YKL013C	853856	ARC19	Arc19p
YKL012W	853857	PRP40	Prp40p
YKL011C	853858	CCE1	Cce1p
YKL010C	853859	UFD4	Ubiquitin-protein ligase (E3) that interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins
YKL009W	853860	MRT4	Mrt4p
YKL008C	853861	LAC1	Ceramide synthase component, involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lag1p
YKL007W	853862	CAP1	Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches
YKL006C-A	853863	SFT1	Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment
YKL006W	853864	RPL14A	N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl14Bp and has similarity to rat L14 ribosomal protein; rpl14a csh5 double null mutant exhibits synthetic slow growth
YKL005C	853865	BYE1	Bye1p
YKL004W	853866	AUR1	Aur1p
YKL003C	853867	MRP17	Mitochondrial ribosomal protein of the small subunit; MRP17 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator
YKL002W	853868	DID4	Class E Vps protein of the ESCRT-III complex, required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis
YKL001C	853869	MET14	Adenylylsulfate kinase, required for sulfate assimilation and involved in methionine metabolism
YKR001C	853870	VPS1	Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, late Golgi-retention of some proteins, regulating peroxisome biogenesis
YKR002W	853871	PAP1	Pap1p
YKR003W	853872	OSH6	Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery
YKR004C	853873	ECM9	Ecm9p
YKR005C	853874	YKR005C	Putative protein of unknown function
YKR006C	853875	MRPL13	Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation
YKR007W	853876	MEH1	Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; loss results in a defect in vacuolar acidification
YKR008W	853877	RSC4	Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling
YKR009C	853878	FOX2	Fox2p
TL(CAA)K	853879	TL(CAA)K	tRNA
YKR010C	853880	TOF2	Nonessential mitochondrial protein of unknown function with sequence similarity to Net1p; identified as a topoisomerase I (Top1p) binding protein; displays synthetic genetic interactions with TOP1 and HPR1
YKR011C	853881	YKR011C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
YKR013W	853882	PRY2	Protein of unknown function, has similarity to Pry1p and Pry3p and to the plant PR-1 class of pathogen related proteins
YKR014C	853884	YPT52	GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis
YKR015C	853885	YKR015C	Putative protein of unknown function
YKR016W	853886	AIM28	Aim28p
YKR017C	853887	YKR017C	Putative protein of unknown function; contains a RING finger motif
YKR018C	853888	YKR018C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
YKR019C	853889	IRS4	Irs4p
YKR020W	853890	VPS51	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; links the (VFT/GARP) complex to the SNARE Tlg1p
YKR021W	853891	ALY1	Aly1p
YKR022C	853892	NTR2	Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly
YKR023W	853893	YKR023W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YKR024C	853894	DBP7	Dbp7p
YKR025W	853895	RPC37	RNA polymerase III subunit C37
YKR026C	853896	GCN3	Alpha subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a positive regulator of GCN4 expression
TR(ACG)K	853897	TR(ACG)K	tRNA
YKR027W	853898	BCH2	Bch2p
YKR028W	853899	SAP190	Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p
YKR029C	853900	SET3	Defining member of the SET3 histone deacetylase complex which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains
YKR030W	853901	GMH1	Gmh1p
YKR031C	853902	SPO14	Phospholipase D, catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis
YKR034W	853904	DAL80	Dal80p
YKR035W-A	853906	DID2	Class E protein of the vacuolar protein-sorting (Vps) pathway, associates reversibly with the late endosome, has human ortholog that may be altered in breast tumors
YKR036C	853908	CAF4	Caf4p
YKR037C	853909	SPC34	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
YKR038C	853910	KAE1	Kae1p
TD(GUC)K	853911	TD(GUC)K	tRNA
YKR039W	853912	GAP1	Gap1p
TA(AGC)K2	853913	TA(AGC)K2	tRNA
YKR041W	853914	YKR041W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
YKR042W	853916	UTH1	Mitochondrial outer membrane and cell wall localized SUN family member required for mitochondrial autophagy; involved in the oxidative stress response, life span during starvation, mitochondrial biogenesis, and cell death
YKR043C	853917	YKR043C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
YKR044W	853918	UIP5	Protein of unknown function that interacts with Ulp1p, a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates
YKR045C	853919	YKR045C	Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm
YKR046C	853920	PET10	Pet10p
YKR048C	853922	NAP1	Nap1p
YKR049C	853923	FMP46	Fmp46p
YKR050W	853924	TRK2	Component of the Trk1p-Trk2p potassium transport system
YKR051W	853925	YKR051W	Putative protein of unknown function
YKR052C	853926	MRS4	Mitochondrial iron transporter of the mitochondrial carrier family (MCF), very similar to and functionally redundant with Mrs3p; functions under low-iron conditions; may transport other cations in addition to iron
YKR053C	853927	YSR3	Dihydrosphingosine 1-phosphate phosphatase, membrane protein involved in sphingolipid metabolism; has similarity to Lcb3p
YKR054C	853928	DYN1	Cytoplasmic heavy chain dynein, microtubule motor protein, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p
YKR055W	853929	RHO4	Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, likely to be involved in the establishment of cell polarity
YKR056W	853930	TRM2	Trm2p
YKR057W	853931	RPS21A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Bp and has similarity to rat S21 ribosomal protein
YKR058W	853932	GLG1	Glg1p
YKR059W	853933	TIF1	Tif1p
YKR060W	853934	UTP30	Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data
YKR061W	853935	KTR2	Ktr2p
YKR062W	853936	TFA2	TFIIE small subunit, involved in RNA polymerase II transcription initiation
YKR063C	853937	LAS1	Essential nuclear protein possibly involved in bud formation and morphogenesis; mutants require the SSD1-v allele for viability
YKR064W	853938	OAF3	Oaf3p
YKR065C	853939	PAM17	Pam17p
YKR066C	853940	CCP1	Ccp1p
YKR067W	853941	GPT2	Glycerol-3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis
YKR068C	853942	BET3	Bet3p
YKR069W	853943	MET1	Met1p
YKR070W	853944	YKR070W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YKR071C	853945	DRE2	Dre2p
YKR072C	853946	SIS2	Negative regulatory subunit of the protein phosphatase 1 Ppz1p; involved in ion homeostasis and cell cycle progression
